"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000040lG000714"	"ptg000040lG000714.mRNA1"	"SNAPC3"	"Small nuclear RNA activating complex, polypeptide 3"	"zf-SNAP50_C"	"215358.XP_010742173.1"	1.65e-237
"ptg000040lG000715"	"ptg000040lG000715.mRNA1"	"TTC39B"	"tetratricopeptide repeat"	"DUF3808,TPR_6,TPR_8"	"215358.XP_010754067.1"	0
"ptg000040lG000716"	"ptg000040lG000716.mRNA1"	"DNAJB14"	"homolog, subfamily B, member 14"	"DUF1977,DnaJ"	"215358.XP_010754066.1"	6.79e-271
"ptg000040lG000717"	"ptg000040lG000717.mRNA1"	"PLA2G12A"	"Group XIIA"	"PLA2G12"	"215358.XP_010754065.1"	2.58e-146
"ptg000040lG000718"	"ptg000040lG000718.mRNA1"	"CASP6"	"Caspase 6, apoptosis-related cysteine peptidase"	"Peptidase_C14"	"144197.XP_008285572.1"	7.19e-166
"ptg000040lG000719"	"ptg000040lG000719.mRNA1"	"CASP6"	"Caspase 6, apoptosis-related cysteine peptidase"	"Peptidase_C14"	"144197.XP_008285572.1"	1.34e-187
"ptg000040lG000720"	"ptg000040lG000720.mRNA1"	"CCDC109B"	"Mitochondrial calcium uniporter dominant negative beta subunit"	"MCU"	"215358.XP_010739600.1"	1.35e-237
"ptg000040lG000723"	"ptg000040lG000723.mRNA1"	"LEF1"	"Lymphocyte enhancer binding factor 1"	"CTNNB1_binding,HMG_box"	"215358.XP_010739602.1"	1.27e-72
"ptg000040lG000724"	"ptg000040lG000724.mRNA1"	"LEF1"	"Lymphocyte enhancer binding factor 1"	"CTNNB1_binding,HMG_box"	"215358.XP_010739602.1"	8.29e-142
"ptg000040lG000727"	"ptg000040lG000727.mRNA1"	"HADH"	"hydroxyacyl-Coenzyme A dehydrogenase"	"3HCDH,3HCDH_N"	"215358.XP_010739603.1"	4.14e-214
"ptg000040lG000728"	"ptg000040lG000728.mRNA1"	"CYP2U1"	"Cytochrome P450, family 2, subfamily U, polypeptide 1"	"p450"	"215358.XP_010739611.1"	0
"ptg000040lG000729"	"ptg000040lG000729.mRNA1"	"PAPSS1"	"3'-phosphoadenosine 5'-phosphosulfate synthase 1"	"APS_kinase,ATP-sulfurylase,PUA_2"	"215358.XP_010739606.1"	0
"ptg000040lG000730"	"ptg000040lG000730.mRNA1"	"DKK2"	"Dickkopf WNT signaling pathway inhibitor 2"	"Dickkopf_N"	"215358.XP_010739607.1"	1.64e-183
"ptg000040lG000731"	"ptg000040lG000731.mRNA1"	"AIMP1"	"complex-interacting multifunctional protein"	"tRNA_bind"	"215358.XP_010739609.1"	3e-186
"ptg000040lG000732"	"ptg000040lG000732.mRNA1"	"TBCK"	"TBC1 domain containing kinase"	"Pkinase,RabGAP-TBC,Rhodanese"	"215358.XP_010739610.1"	0
"ptg000040lG000733"	"ptg000040lG000733.mRNA1"	"ALOX12B"	"Hydroperoxide isomerase ALOXE3-like"	"Lipoxygenase,PLAT"	"215358.XP_010739259.1"	0
"ptg000040lG000734"	"ptg000040lG000734.mRNA1"	"ALOX12B"	"Hydroperoxide isomerase ALOXE3-like"	"Lipoxygenase,PLAT"	"215358.XP_010739612.1"	1.06e-164
"ptg000040lG000735"	"ptg000040lG000735.mRNA1"	"ALOX12B"	"Hydroperoxide isomerase ALOXE3-like"	"Lipoxygenase,PLAT"	"215358.XP_010739232.1"	0
"ptg000040lG000736"	"ptg000040lG000736.mRNA1"	"NPNT"	"Nephronectin"	"EGF_CA,MAM"	"215358.XP_010739233.1"	0
"ptg000040lG000737"	"ptg000040lG000737.mRNA1"	"GSTCD"	"Glutathione S-transferase C-terminal"	"Methyltransf_31,Methyltransf_32"	"215358.XP_010739260.1"	0
"ptg000040lG000738"	"ptg000040lG000738.mRNA1"	"INTS12"	"Integrator complex subunit 12"	"PHD"	"215358.XP_010739235.1"	6.55e-246
"ptg000040lG000739"	"ptg000040lG000739.mRNA1"	"ARHGEF38"	"Rho guanine nucleotide exchange factor"	"BAR,RhoGEF,SH3_2,SH3_9"	"215358.XP_010739261.1"	0
"ptg000040lG000740"	"ptg000040lG000740.mRNA1"	"PPA2"	"Pyrophosphatase (inorganic) 2"	"Pyrophosphatase"	"215358.XP_010739236.1"	4.46e-261
"ptg000040lG000741"	"ptg000040lG000741.mRNA1"	"TET2"	"Methylcytosine dioxygenase"	"Tet_JBP"	"215358.XP_010739237.1"	0
"ptg000040lG000743"	"ptg000040lG000743.mRNA1"	"CXXC4"	"CXXC finger 4"	"zf-CXXC"	"215358.XP_010739240.1"	7.83e-206
"ptg000040lG000745"	"ptg000040lG000745.mRNA1"	"CDKN2B"	"Cyclin-dependent kinase"	"Ank,Ank_2,Ank_4"	"215358.XP_010739241.1"	3.33e-85
"ptg000040lG000746"	"ptg000040lG000746.mRNA1"	"MTAP"	"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates"	"PNP_UDP_1"	"215358.XP_010739242.1"	2.74e-206
"ptg000040lG000747"	"ptg000040lG000747.mRNA1"	"TOPORS"	"Topoisomerase I binding, arginine serine-rich"	"zf-C3HC4,zf-C3HC4_2"	"215358.XP_010739243.1"	0
"ptg000040lG000748"	"ptg000040lG000748.mRNA1"	"NDUFB6"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex"	"NDUF_B6"	"215358.XP_010739244.1"	3.29e-91
"ptg000040lG000749"	"ptg000040lG000749.mRNA1"	"-"	"PRELI domain containing 1b"	"PRELI"	"8128.ENSONIP00000022126"	4.98e-138
"ptg000040lG000750"	"ptg000040lG000750.mRNA1"	"MXD4"	"MAX dimerization protein 4"	"HLH,Myc-LZ"	"215358.XP_010739245.1"	4.49e-121
"ptg000040lG000751"	"ptg000040lG000751.mRNA1"	"WBP1"	"WW domain binding protein 1"	"WBP-1"	"215358.XP_010739263.1"	0
"ptg000040lG000752"	"ptg000040lG000752.mRNA1"	"-"	"programmed cell death"	"MA3"	"215358.XP_010739247.1"	0
"ptg000040lG000753"	"ptg000040lG000753.mRNA1"	"MOGS"	"Mannosyl-oligosaccharide glucosidase"	"Glyco_hydro_63,Glyco_hydro_63N"	"215358.XP_010739249.1"	0
"ptg000040lG000754"	"ptg000040lG000754.mRNA1"	"EGR4"	"early growth response"	"zf-C2H2"	"32507.XP_006787183.1"	0
"ptg000040lG000755"	"ptg000040lG000755.mRNA1"	"FBXO41"	"F-box protein 41"	"F-box-like"	"144197.XP_008285226.1"	0
"ptg000040lG000756"	"ptg000040lG000756.mRNA1"	"SMOX"	"Spermine oxidase"	"Amino_oxidase"	"215358.XP_010739252.1"	0
"ptg000040lG000757"	"ptg000040lG000757.mRNA1"	"RNF24"	"RING finger protein 24"	"zf-RING_2"	"215358.XP_010739254.1"	4.28e-97
"ptg000040lG000758"	"ptg000040lG000758.mRNA1"	"CCDC86"	"Coiled-coil domain containing 86"	"Cgr1"	"215358.XP_010739256.1"	9.07e-133
"ptg000040lG000759"	"ptg000040lG000759.mRNA1"	"GLB1"	"Galactosidase, beta 1"	"BetaGal_dom4_5,Glyco_hydro_35"	"215358.XP_010739265.1"	0
"ptg000040lG000760"	"ptg000040lG000760.mRNA1"	"CLDND1"	"Claudin domain containing 1"	"Claudin_2"	"215358.XP_010739257.1"	1.02e-159
"ptg000040lG000761"	"ptg000040lG000761.mRNA1"	"-"	"Aspartoacylase (aminocyclase) 3, tandem duplicate 2"	"AstE_AspA"	"215358.XP_010739258.1"	3.73e-228
"ptg000040lG000762"	"ptg000040lG000762.mRNA1"	"TACR3"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"144197.XP_008285712.1"	1.49e-202
"ptg000040lG000763"	"ptg000040lG000763.mRNA1"	"-"	"NAD(P)( )--arginine ADP-ribosyltransferase"	"ART"	"215358.XP_010743227.1"	3.99e-199
"ptg000040lG000764"	"ptg000040lG000764.mRNA1"	"PRIMPOL"	"Primase and polymerase (DNA-directed)"	"Herpes_UL52"	"215358.XP_010743226.1"	0
"ptg000040lG000765"	"ptg000040lG000765.mRNA1"	"ACSL1"	"acyl-CoA synthetase long-chain family member"	"AMP-binding,AMP-binding_C"	"215358.XP_010743222.1"	0
"ptg000040lG000766"	"ptg000040lG000766.mRNA1"	"HELT"	"Hairy and enhancer of split-related protein"	"HLH,Hairy_orange"	"144197.XP_008285037.1"	4.32e-165
"ptg000040lG000767"	"ptg000040lG000767.mRNA1"	"SLC25A4"	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	"Mito_carr"	"215358.XP_010743221.1"	8.59e-219
"ptg000040lG000768"	"ptg000040lG000768.mRNA1"	"CFAP97"	"UPF0501 protein KIAA1430 homolog"	"KIAA1430"	"215358.XP_010743240.1"	2.38e-289
"ptg000040lG000769"	"ptg000040lG000769.mRNA1"	"UFSP2"	"Ufm1-specific peptidase 2"	"Peptidase_C78"	"215358.XP_010743238.1"	0
"ptg000040lG000770"	"ptg000040lG000770.mRNA1"	"GUCY1A3"	"Guanylate cyclase"	"Guanylate_cyc,HNOB,HNOBA"	"215358.XP_010743218.1"	0
"ptg000040lG000771"	"ptg000040lG000771.mRNA1"	"GUCY1B3"	"Belongs to the adenylyl cyclase class-4 guanylyl cyclase family"	"Guanylate_cyc,HNOB,HNOBA"	"215358.XP_010743219.1"	0
"ptg000040lG000772"	"ptg000040lG000772.mRNA1"	"FABP2"	"Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family"	"Lipocalin"	"215358.XP_010743217.1"	1.06e-72
"ptg000040lG000773"	"ptg000040lG000773.mRNA1"	"USP53"	"Ubiquitin specific peptidase 53b"	"UCH"	"144197.XP_008284913.1"	0
"ptg000040lG000774"	"ptg000040lG000774.mRNA1"	"MYOZ2"	"Myozenin"	"Calsarcin"	"215358.XP_010743215.1"	4.86e-175
"ptg000040lG000776"	"ptg000040lG000776.mRNA1"	"-"	"Synaptopodin 2"	"Calsarcin"	"215358.XP_010743236.1"	0
"ptg000040lG000777"	"ptg000040lG000777.mRNA1"	"SLC22A7"	"Solute carrier family 22"	"MFS_1,Sugar_tr"	"215358.XP_010743214.1"	6.3e-266
"ptg000040lG000778"	"ptg000040lG000778.mRNA1"	"SLC22A8"	"Solute carrier family 22"	"MFS_1,Sugar_tr"	"8083.ENSXMAP00000005720"	3.96e-297
"ptg000040lG000779"	"ptg000040lG000779.mRNA1"	"SLC22A7"	"Solute carrier family 22"	"MFS_1,Sugar_tr"	"144197.XP_008284862.1"	0
"ptg000040lG000780"	"ptg000040lG000780.mRNA1"	"DHX15"	"DEAH (Asp-Glu-Ala-His) box polypeptide 15"	"DEAD,HA2,Helicase_C,OB_NTP_bind"	"144197.XP_008284874.1"	0
"ptg000040lG000781"	"ptg000040lG000781.mRNA1"	"SOD3"	"Destroys radicals which are normally produced within the cells and which are toxic to biological systems"	"Sod_Cu"	"215358.XP_010743213.1"	2.19e-157
"ptg000040lG000782"	"ptg000040lG000782.mRNA1"	"CCDC149"	"coiled-coil"	"DUF2353"	"144197.XP_008284835.1"	4.92e-268
"ptg000040lG000783"	"ptg000040lG000783.mRNA1"	"lgi2"	"Leucine-rich repeat LGI family member"	"EPTP,LRR_8"	"215358.XP_010743212.1"	1.15e-305
"ptg000040lG000784"	"ptg000040lG000784.mRNA1"	"-"	"Domain of unknown function (DUF4585)"	"DUF4585"	"215358.XP_010743233.1"	0
"ptg000040lG000785"	"ptg000040lG000785.mRNA1"	"MTTP"	"Microsomal triglyceride transfer protein"	"Vitellogenin_N"	"215358.XP_010743211.1"	0
"ptg000040lG000786"	"ptg000040lG000786.mRNA1"	"TSPAN5"	"tetraspanin"	"Tetraspannin"	"215358.XP_010743208.1"	4.21e-206
"ptg000040lG000787"	"ptg000040lG000787.mRNA1"	"ACER2"	"Alkaline ceramidase 2"	"Ceramidase"	"215358.XP_010743207.1"	1.86e-207
"ptg000040lG000788"	"ptg000040lG000788.mRNA1"	"RPS6"	"ribosomal protein S6"	"Ribosomal_S6e"	"215358.XP_010743206.1"	4.73e-162
"ptg000040lG000789"	"ptg000040lG000789.mRNA1"	"PLIN2"	"Belongs to the perilipin family"	"Perilipin"	"215358.XP_010743203.1"	3.05e-259
"ptg000040lG000791"	"ptg000040lG000791.mRNA1"	"SMU1"	"Smu-1 suppressor of mec-8 and unc-52 homolog"	"WD40"	"215358.XP_010743202.1"	1.01e-288
"ptg000040lG000792"	"ptg000040lG000792.mRNA1"	"DNAJA1"	"homolog subfamily A member 1"	"DnaJ,DnaJ_C,DnaJ_CXXCXGXG"	"215358.XP_010743201.1"	2.04e-275
"ptg000040lG000793"	"ptg000040lG000793.mRNA1"	"APTX"	"Aprataxin"	"DcpS_C,FHA,zf-C2HE"	"215358.XP_010743199.1"	1.13e-236
"ptg000040lG000794"	"ptg000040lG000794.mRNA1"	"scpp1"	"Dentin sialophosphoprotein-like"	"-"	"215358.XP_010743231.1"	2.24e-63
"ptg000040lG000795"	"ptg000040lG000795.mRNA1"	"-"	"SPARC-like 1"	"FOLN,Kazal_1,SPARC_Ca_bdg"	"215358.XP_010743198.1"	0
"ptg000040lG000797"	"ptg000040lG000797.mRNA1"	"-"	"Odontogenic, ameloblast asssociated"	"-"	"215358.XP_010743230.1"	9.89e-139
"ptg000040lG000799"	"ptg000040lG000799.mRNA1"	"scpp5"	"Secretory calcium-binding phosphoprotein 5"	"-"	"31033.ENSTRUP00000025804"	1.71e-47
"ptg000040lG000800"	"ptg000040lG000800.mRNA1"	"-"	"Cyclic nucleotide gated channel alpha 1"	"CLZ,Ion_trans,cNMP_binding"	"215358.XP_010743229.1"	2.2e-306
"ptg000040lG000801"	"ptg000040lG000801.mRNA1"	"-"	"5-hydroxytryptamine receptor 4-like"	"7tm_1"	"215358.XP_010743228.1"	4.27e-251
"ptg000040lG000802"	"ptg000040lG000802.mRNA1"	"ADRA1D"	"Adrenergic receptor"	"7tm_1"	"215358.XP_010743196.1"	0
"ptg000040lG000803"	"ptg000040lG000803.mRNA1"	"ctnna2"	"Catenin (cadherin-associated protein), alpha"	"Vinculin"	"215358.XP_010740382.1"	2.36e-182
"ptg000040lG000804"	"ptg000040lG000804.mRNA1"	"LRRTM1"	"repeat transmembrane neuronal"	"LRR_8"	"215358.XP_010740381.1"	1.17e-201
"ptg000040lG000805"	"ptg000040lG000805.mRNA1"	"CTNNA2"	"Catenin (cadherin-associated protein), alpha"	"Vinculin"	"8090.ENSORLP00000007627"	3.4e-47
"ptg000040lG000806"	"ptg000040lG000806.mRNA1"	"ctnna2"	"Catenin (cadherin-associated protein), alpha"	"Vinculin"	"69293.ENSGACP00000023764"	0
"ptg000040lG000807"	"ptg000040lG000807.mRNA1"	"SUCLG1"	"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and specificity for either ATP or GTP is provided by different beta subunits"	"CoA_binding,Ligase_CoA"	"215358.XP_010740735.1"	5.43e-228
"ptg000040lG000808"	"ptg000040lG000808.mRNA1"	"CISD2"	"CDGSH iron sulfur domain 2"	"MitoNEET_N,zf-CDGSH"	"215358.XP_010740730.1"	1.47e-91
"ptg000040lG000809"	"ptg000040lG000809.mRNA1"	"SLC9B2"	"Mitochondrial sodium hydrogen exchanger"	"Na_H_Exchanger"	"215358.XP_010740731.1"	0
"ptg000040lG000810"	"ptg000040lG000810.mRNA1"	"BDH2"	"3-hydroxybutyrate dehydrogenase, type 2"	"adh_short_C2"	"144197.XP_008296815.1"	4.75e-140
"ptg000040lG000811"	"ptg000040lG000811.mRNA1"	"TACR3"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010744016.1"	5.2e-279
"ptg000040lG000813"	"ptg000040lG000813.mRNA1"	"-"	"SEA domain"	"SEA"	"48698.ENSPFOP00000022095"	1.18e-25
"ptg000040lG000814"	"ptg000040lG000814.mRNA1"	"METTL14"	"Methyltransferase like 14"	"MT-A70"	"215358.XP_010744018.1"	3.05e-74
"ptg000040lG000815"	"ptg000040lG000815.mRNA1"	"METTL14"	"Methyltransferase like 14"	"MT-A70"	"144197.XP_008296734.1"	1.06e-158
"ptg000040lG000816"	"ptg000040lG000816.mRNA1"	"PRSS12"	"Protease, serine, 12 (neurotrypsin, motopsin)"	"Kringle,SRCR,Trypsin"	"215358.XP_010744015.1"	0
"ptg000040lG000817"	"ptg000040lG000817.mRNA1"	"NDST3"	"N-deacetylase N-sulfotransferase (heparan glucosaminyl) 3"	"HSNSD,Sulfotransfer_1"	"215358.XP_010744019.1"	0
"ptg000040lG000818"	"ptg000040lG000818.mRNA1"	"UGT8"	"UDP glycosyltransferase 8"	"UDPGT"	"215358.XP_010742152.1"	0
"ptg000040lG000819"	"ptg000040lG000819.mRNA1"	"SPOCK3"	"Sparc osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"	"Kazal_2,SPARC_Ca_bdg,Thyroglobulin_1"	"215358.XP_010742150.1"	2.32e-250
"ptg000040lG000820"	"ptg000040lG000820.mRNA1"	"SLC44A1"	"Belongs to the CTL (choline transporter-like) family"	"Choline_transpo"	"215358.XP_010742149.1"	0
"ptg000040lG000821"	"ptg000040lG000821.mRNA1"	"DLC1"	"DLC1 Rho GTPase activating protein"	"RhoGAP,SAM_2,START"	"144197.XP_008284489.1"	0
"ptg000040lG000822"	"ptg000040lG000822.mRNA1"	"LONRF1"	"LON peptidase N-terminal domain and RING finger"	"LON_substr_bdg,zf-C3HC4_2,zf-C3HC4_3,zf-RING_UBOX"	"215358.XP_010742154.1"	0
"ptg000040lG000823"	"ptg000040lG000823.mRNA1"	"CABP4"	"Calcium binding protein 4"	"EF-hand_1,EF-hand_6"	"215358.XP_010742153.1"	4.11e-47
"ptg000040lG000824"	"ptg000040lG000824.mRNA1"	"CABP4"	"Calcium binding protein 4"	"EF-hand_1,EF-hand_6"	"215358.XP_010742153.1"	4.37e-80
"ptg000040lG000825"	"ptg000040lG000825.mRNA1"	"-"	"Double C2-like"	"C2"	"215358.XP_010751009.1"	6.61e-290
"ptg000040lG000826"	"ptg000040lG000826.mRNA1"	"SERPING1"	"Serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	"Serpin,V-set"	"215358.XP_010751004.1"	0
"ptg000040lG000827"	"ptg000040lG000827.mRNA1"	"TMEM134"	"Transmembrane protein 134"	"DUF872"	"215358.XP_010751005.1"	1.49e-141
"ptg000040lG000828"	"ptg000040lG000828.mRNA1"	"AIP"	"Aryl hydrocarbon receptor interacting protein"	"FKBP_C,TPR_2,TPR_8"	"215358.XP_010751006.1"	2.01e-248
"ptg000040lG000829"	"ptg000040lG000829.mRNA1"	"CDK2AP2"	"Cyclin-dependent kinase 2 associated protein 2"	"CDK2AP"	"106582.XP_004549610.1"	1.32e-69
"ptg000040lG000830"	"ptg000040lG000830.mRNA1"	"GPR83"	"receptor 83"	"7tm_1"	"32507.XP_006787265.1"	6.89e-268
"ptg000040lG000831"	"ptg000040lG000831.mRNA1"	"ANKRD49"	"Ankyrin repeat domain 49"	"Ank,Ank_2,Ank_4,Ank_5"	"215358.XP_010734474.1"	9.46e-120
"ptg000040lG000832"	"ptg000040lG000832.mRNA1"	"-"	"Serine arginine repetitive matrix protein 1-like isoform X1"	"SET"	"215358.XP_010734476.1"	0
"ptg000040lG000833"	"ptg000040lG000833.mRNA1"	"-"	"-"	"-"	"215358.XP_010734460.1"	2.82e-133
"ptg000040lG000834"	"ptg000040lG000834.mRNA1"	"-"	"Metal ion binding"	"zf-CCCH"	"215358.XP_010734461.1"	5.72e-118
"ptg000040lG000835"	"ptg000040lG000835.mRNA1"	"ZFP91"	"ZFP91 zinc finger protein"	"zf-C2H2"	"215358.XP_010734464.1"	0
"ptg000040lG000836"	"ptg000040lG000836.mRNA1"	"RBM47"	"RNA binding motif protein 47"	"DND1_DSRM,RRM_1"	"215358.XP_010734465.1"	0
"ptg000040lG000837"	"ptg000040lG000837.mRNA1"	"NSUN7"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family"	"Methyltr_RsmB-F"	"215358.XP_010734477.1"	0
"ptg000040lG000838"	"ptg000040lG000838.mRNA1"	"APBB2"	"Amyloid beta (A4) precursor protein-binding, family B, member"	"PID,WW"	"215358.XP_010734470.1"	0
"ptg000040lG000839"	"ptg000040lG000839.mRNA1"	"GSG2"	"Germ cell associated 2 (haspin)"	"Haspin_kinase"	"215358.XP_010734478.1"	0
"ptg000040lG000840"	"ptg000040lG000840.mRNA1"	"FAM184B"	"Family with sequence similarity 184, member B"	"FAM184"	"144197.XP_008290650.1"	0
"ptg000040lG000841"	"ptg000040lG000841.mRNA1"	"NCAPG"	"non-SMC condensin I complex subunit G"	"Cnd3,UVR"	"215358.XP_010734480.1"	0
"ptg000040lG000842"	"ptg000040lG000842.mRNA1"	"-"	"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"	"-"	"215358.XP_010734481.1"	0
"ptg000040lG000843"	"ptg000040lG000843.mRNA1"	"LCORL"	"nuclear receptor corepressor-like"	"HTH_psq"	"215358.XP_010734473.1"	0
"ptg000040lG000844"	"ptg000040lG000844.mRNA1"	"SLIT3"	"Slit homolog 3"	"EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF"	"9739.XP_004320027.1"	1.58e-81
"ptg000040lG000845"	"ptg000040lG000845.mRNA1"	"SLIT2"	"homolog 2"	"EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF"	"8153.XP_005928399.1"	0
"ptg000040lG000846"	"ptg000040lG000846.mRNA1"	"ITLN1"	"Intelectin-1a-like"	"Fibrinogen_C"	"215358.XP_010734483.1"	4.08e-197
"ptg000040lG000847"	"ptg000040lG000847.mRNA1"	"ITLN1"	"Intelectin-1a-like"	"Fibrinogen_C"	"215358.XP_010734483.1"	9.97e-211
"ptg000040lG000848"	"ptg000040lG000848.mRNA1"	"DRD5"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010734485.1"	3.58e-280
"ptg000040lG000850"	"ptg000040lG000850.mRNA1"	"CHRNA9"	"Cholinergic receptor, nicotinic, alpha 9"	"Neur_chan_LBD,Neur_chan_memb"	"215358.XP_010748913.1"	0
"ptg000040lG000851"	"ptg000040lG000851.mRNA1"	"RHOH"	"Belongs to the small GTPase superfamily. Rho family"	"Ras"	"215358.XP_010748914.1"	1.53e-138
"ptg000040lG000852"	"ptg000040lG000852.mRNA1"	"N4BP2"	"NEDD4 binding protein 2"	"AAA_33,CUE,DUF1771,Smr"	"215358.XP_010748919.1"	0
"ptg000040lG000853"	"ptg000040lG000853.mRNA1"	"PDS5A"	"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)"	"-"	"215358.XP_010748920.1"	0
"ptg000040lG000854"	"ptg000040lG000854.mRNA1"	"UBE2K"	"Belongs to the ubiquitin-conjugating enzyme family"	"UBA,UQ_con"	"215358.XP_010748915.1"	8.17e-141
"ptg000040lG000855"	"ptg000040lG000855.mRNA1"	"SMIM14"	"Protein of unknown function (DUF2615)"	"DUF2615"	"215358.XP_010748916.1"	4.47e-76
"ptg000040lG000856"	"ptg000040lG000856.mRNA1"	"UGDH"	"hyaluronan, chondroitin sulfate, and heparan sulfate"	"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"	"244447.XP_008315125.1"	0
"ptg000041lG000002"	"ptg000041lG000002.mRNA1"	"C5orf49"	"Chromosome 5 open reading frame 49"	"DUF4541"	"215358.XP_010751121.1"	1.58e-96
"ptg000041lG000003"	"ptg000041lG000003.mRNA1"	"ADCY2"	"Belongs to the adenylyl cyclase class-4 guanylyl cyclase family"	"AC_N,DUF1053,Guanylate_cyc"	"215358.XP_010751124.1"	0
"ptg000041lG000004"	"ptg000041lG000004.mRNA1"	"ADCY2"	"Belongs to the adenylyl cyclase class-4 guanylyl cyclase family"	"AC_N,DUF1053,Guanylate_cyc"	"244447.XP_008329452.1"	1.49e-82
"ptg000041lG000005"	"ptg000041lG000005.mRNA1"	"PAPD7"	"PAP associated domain containing 7"	"NTP_transf_2,PAP_assoc"	"215358.XP_010734002.1"	3.17e-131
"ptg000041lG000006"	"ptg000041lG000006.mRNA1"	"PAPD7"	"PAP associated domain containing 7"	"NTP_transf_2,PAP_assoc"	"215358.XP_010734002.1"	2.11e-180
"ptg000041lG000007"	"ptg000041lG000007.mRNA1"	"SRD5A1"	"Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"	"Steroid_dh"	"215358.XP_010733992.1"	4.19e-198
"ptg000041lG000008"	"ptg000041lG000008.mRNA1"	"NSUN2"	"NOL1 NOP2 Sun domain family, member 2"	"Methyltr_RsmB-F"	"215358.XP_010733993.1"	0
"ptg000041lG000009"	"ptg000041lG000009.mRNA1"	"UBE2QL1"	"ubiquitin-conjugating enzyme"	"UQ_con"	"215358.XP_010733994.1"	3e-189
"ptg000041lG000010"	"ptg000041lG000010.mRNA1"	"MED10"	"Mediator of RNA polymerase II transcription, subunit"	"Med10"	"215358.XP_010733996.1"	6.75e-92
"ptg000041lG000011"	"ptg000041lG000011.mRNA1"	"irx1b"	"Iroquois homeobox protein 1, b"	"Homeobox_KN"	"215358.XP_010733998.1"	0
"ptg000041lG000012"	"ptg000041lG000012.mRNA1"	"-"	"Iroquois-class homeodomain protein"	"Homeobox_KN"	"215358.XP_010734003.1"	1.04e-305
"ptg000041lG000013"	"ptg000041lG000013.mRNA1"	"NDUFS6"	"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone"	"zf-CHCC"	"215358.XP_010733999.1"	6.34e-90
"ptg000041lG000014"	"ptg000041lG000014.mRNA1"	"MRPL36"	"ribosomal protein L36"	"Ribosomal_L36"	"144197.XP_008298872.1"	5.21e-71
"ptg000041lG000015"	"ptg000041lG000015.mRNA1"	"LPCAT1"	"Lysophosphatidylcholine acyltransferase"	"Acyltransferase,EF-hand_8"	"215358.XP_010734004.1"	0
"ptg000041lG000016"	"ptg000041lG000016.mRNA1"	"NRSN1"	"Neurensin"	"Neurensin"	"215358.XP_010734000.1"	6.09e-146
"ptg000041lG000017"	"ptg000041lG000017.mRNA1"	"sox4"	"Transcription factor SOX-4-like"	"HMG_box"	"215358.XP_010734001.1"	3.05e-242
"ptg000041lG000018"	"ptg000041lG000018.mRNA1"	"E2F3"	"Transcription factor"	"E2F_CC-MB,E2F_TDP"	"215358.XP_010750558.1"	1.6e-223
"ptg000041lG000019"	"ptg000041lG000019.mRNA1"	"SRFBP1"	"Serum response factor binding protein 1"	"BUD22"	"215358.XP_010750555.1"	4.6e-287
"ptg000041lG000020"	"ptg000041lG000020.mRNA1"	"tmem57"	"Transmembrane protein 57a"	"Macoilin"	"215358.XP_010750554.1"	0
"ptg000041lG000021"	"ptg000041lG000021.mRNA1"	"LDLRAP1"	"Low density lipoprotein receptor"	"PID,PID_2"	"215358.XP_010750552.1"	1.69e-206
"ptg000041lG000022"	"ptg000041lG000022.mRNA1"	"FNDC5"	"Fibronectin type III"	"DUF4808,fn3"	"215358.XP_010750557.1"	3.29e-139
